vacant_days,reserved_days,occupancy,rate_avg,photos_count,superhost,latitude,longitude,guests,bedrooms,beds,baths,min_nights,cleaning_fee,extra_guest_fee,num_reviews,rating_overall,rating_accuracy,rating_checkin,rating_cleanliness,rating_communication,rating_location,rating_value,Hotel_Occupancy_Percentage,Average_Daily_Rate,Revenue_Per_Available_Room,is_winter,is_spring,is_summer,is_fall,num_public_holidays,num_major_events,non_resident_visitors,month,is_april,is_august,is_february,is_july,is_june,is_march,is_may,is_november,is_october,is_september,has_free_parking,has_gym,has_pool,listing_type_Entire condo,listing_type_Entire condominium,listing_type_Entire guest suite,listing_type_Entire guesthouse,listing_type_Entire home,listing_type_Entire house,listing_type_Entire loft,listing_type_Entire place,listing_type_Entire rental unit,listing_type_Entire townhouse,listing_type_Private room,listing_type_Private room in bungalow,listing_type_Private room in condo,listing_type_Private room in cottage,listing_type_Private room in guest suite,listing_type_Private room in guesthouse,listing_type_Private room in home,listing_type_Private room in loft,listing_type_Private room in rental unit,listing_type_Private room in townhouse,room_type_private_room,cancellation_policy_Flexible,cancellation_policy_Limited,cancellation_policy_Moderate,cancellation_policy_Strict,cancellation_policy_Super Strict 30 Days,avg_temp
9,21,0.7,162.8,28,1,43.6682,-79.3791,3,1,1,1.0,2,72,0,184,4.6,4.7,4.9,4.4,4.9,4.9,4.5,0.7303,253.67,185.26,0,0,0,1,1,0,259534,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.164999999999999
14,17,0.548,171.8,28,1,43.6682,-79.3791,3,1,1,1.0,2,72,0,184,4.6,4.7,4.9,4.4,4.9,4.9,4.5,0.5968,207.67,123.94,1,0,0,0,2,1,346898,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.11
28,0,0.0,139.9,5,1,43.7058,-79.4057,1,1,2,0.0,28,101,0,15,4.67,4.7,5.0,4.6,5.0,4.9,4.5,0.6638,204.04,135.44,1,0,0,0,1,0,197392,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,-3.925
31,0,0.0,137.7,5,1,43.7058,-79.4057,1,1,2,0.0,28,101,0,15,4.67,4.7,5.0,4.6,5.0,4.9,4.5,0.6805,226.44,154.1,0,1,0,0,0,0,251406,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.7699999999999998
30,0,0.0,142.0,5,1,43.7058,-79.4057,1,1,2,0.0,28,101,0,15,4.67,4.7,5.0,4.6,5.0,4.9,4.5,0.7364,223.71,164.75,0,1,0,0,1,0,322508,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,7.04
31,0,0.0,146.7,5,1,43.7058,-79.4057,1,1,2,0.0,28,101,0,15,4.67,4.7,5.0,4.6,5.0,4.9,4.5,0.7797,242.83,189.35,0,1,0,0,1,0,384863,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,13.889999999999999
20,10,0.333,128.7,5,1,43.7058,-79.4057,1,1,2,0.0,28,101,0,15,4.67,4.7,5.0,4.6,5.0,4.9,4.5,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,19.47
31,0,0.0,62.0,5,1,43.7058,-79.4057,1,1,2,0.0,28,101,0,15,4.67,4.7,5.0,4.6,5.0,4.9,4.5,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,22.215
31,0,0.0,136.5,5,1,43.7058,-79.4057,1,1,2,0.0,28,101,0,15,4.67,4.7,5.0,4.6,5.0,4.9,4.5,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,21.435000000000002
30,0,0.0,93.3,5,1,43.7058,-79.4057,1,1,2,0.0,28,101,0,15,4.67,4.7,5.0,4.6,5.0,4.9,4.5,0.8008,283.12,226.73,0,0,0,1,1,1,411833,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,17.47
31,0,0.0,56.0,5,1,43.7058,-79.4057,1,1,2,0.0,28,101,0,15,4.67,4.7,5.0,4.6,5.0,4.9,4.5,0.7933,270.71,214.76,0,0,0,1,1,0,381184,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,10.535
30,0,0.0,66.6,5,1,43.7058,-79.4057,1,1,2,0.0,28,101,0,15,4.67,4.7,5.0,4.6,5.0,4.9,4.5,0.7303,253.67,185.26,0,0,0,1,1,0,259534,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4.164999999999999
31,0,0.0,49.1,5,1,43.7058,-79.4057,1,1,2,0.0,28,101,0,15,4.67,4.7,5.0,4.6,5.0,4.9,4.5,0.5968,207.67,123.94,1,0,0,0,2,1,346898,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,-1.11
22,6,0.214,309.2,23,1,43.6472,-79.4241,2,1,1,1.0,4,0,0,28,4.96,4.9,5.0,5.0,5.0,5.0,4.8,0.6638,204.04,135.44,1,0,0,0,1,0,197392,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.925
25,6,0.194,323.7,23,1,43.6472,-79.4241,2,1,1,1.0,4,0,0,28,4.96,4.9,5.0,5.0,5.0,5.0,4.8,0.6805,226.44,154.1,0,1,0,0,0,0,251406,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7699999999999998
30,0,0.0,307.3,23,1,43.6472,-79.4241,2,1,1,1.0,4,0,0,28,4.96,4.9,5.0,5.0,5.0,5.0,4.8,0.7364,223.71,164.75,0,1,0,0,1,0,322508,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04
31,0,0.0,293.9,23,1,43.6472,-79.4241,2,1,1,1.0,4,0,0,28,4.96,4.9,5.0,5.0,5.0,5.0,4.8,0.7797,242.83,189.35,0,1,0,0,1,0,384863,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.889999999999999
24,6,0.2,282.2,23,1,43.6472,-79.4241,2,1,1,1.0,4,0,0,28,4.96,4.9,5.0,5.0,5.0,5.0,4.8,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.47
31,0,0.0,244.8,23,1,43.6472,-79.4241,2,1,1,1.0,4,0,0,28,4.96,4.9,5.0,5.0,5.0,5.0,4.8,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.215
31,0,0.0,231.7,23,1,43.6472,-79.4241,2,1,1,1.0,4,0,0,28,4.96,4.9,5.0,5.0,5.0,5.0,4.8,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.435000000000002
30,0,0.0,206.7,23,1,43.6472,-79.4241,2,1,1,1.0,4,0,0,28,4.96,4.9,5.0,5.0,5.0,5.0,4.8,0.8008,283.12,226.73,0,0,0,1,1,1,411833,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.47
31,0,0.0,202.7,23,1,43.6472,-79.4241,2,1,1,1.0,4,0,0,28,4.96,4.9,5.0,5.0,5.0,5.0,4.8,0.7933,270.71,214.76,0,0,0,1,1,0,381184,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.535
30,0,0.0,179.6,23,1,43.6472,-79.4241,2,1,1,1.0,4,0,0,28,4.96,4.9,5.0,5.0,5.0,5.0,4.8,0.7303,253.67,185.26,0,0,0,1,1,0,259534,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.164999999999999
25,6,0.194,170.7,23,1,43.6472,-79.4241,2,1,1,1.0,4,0,0,28,4.96,4.9,5.0,5.0,5.0,5.0,4.8,0.5968,207.67,123.94,1,0,0,0,2,1,346898,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.11
27,1,0.036,87.3,44,0,43.6461,-79.3903,4,2,2,1.0,28,0,0,46,4.8,4.8,4.7,4.8,4.8,4.9,4.7,0.6638,204.04,135.44,1,0,0,0,1,0,197392,2,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.925
31,0,0.0,101.8,44,0,43.6461,-79.3903,4,2,2,1.0,28,0,0,46,4.8,4.8,4.7,4.8,4.8,4.9,4.7,0.6805,226.44,154.1,0,1,0,0,0,0,251406,3,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7699999999999998
30,0,0.0,106.4,44,0,43.6461,-79.3903,4,2,2,1.0,28,0,0,46,4.8,4.8,4.7,4.8,4.8,4.9,4.7,0.7364,223.71,164.75,0,1,0,0,1,0,322508,4,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.04
31,0,0.0,105.5,44,0,43.6461,-79.3903,4,2,2,1.0,28,0,0,46,4.8,4.8,4.7,4.8,4.8,4.9,4.7,0.7797,242.83,189.35,0,1,0,0,1,0,384863,5,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.889999999999999
18,12,0.4,109.1,44,0,43.6461,-79.3903,4,2,2,1.0,28,0,0,46,4.8,4.8,4.7,4.8,4.8,4.9,4.7,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19.47
18,13,0.419,119.7,44,0,43.6461,-79.3903,4,2,2,1.0,28,0,0,46,4.8,4.8,4.7,4.8,4.8,4.9,4.7,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22.215
31,0,0.0,140.7,44,0,43.6461,-79.3903,4,2,2,1.0,28,0,0,46,4.8,4.8,4.7,4.8,4.8,4.9,4.7,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21.435000000000002
30,0,0.0,109.0,44,0,43.6461,-79.3903,4,2,2,1.0,28,0,0,46,4.8,4.8,4.7,4.8,4.8,4.9,4.7,0.8008,283.12,226.73,0,0,0,1,1,1,411833,9,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17.47
31,0,0.0,86.6,44,0,43.6461,-79.3903,4,2,2,1.0,28,0,0,46,4.8,4.8,4.7,4.8,4.8,4.9,4.7,0.7933,270.71,214.76,0,0,0,1,1,0,381184,10,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.535
30,0,0.0,78.1,44,0,43.6461,-79.3903,4,2,2,1.0,28,0,0,46,4.8,4.8,4.7,4.8,4.8,4.9,4.7,0.7303,253.67,185.26,0,0,0,1,1,0,259534,11,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.164999999999999
31,0,0.0,79.1,44,0,43.6461,-79.3903,4,2,2,1.0,28,0,0,46,4.8,4.8,4.7,4.8,4.8,4.9,4.7,0.5968,207.67,123.94,1,0,0,0,2,1,346898,12,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.11
28,0,0.0,139.3,14,1,43.6592,-79.4619,2,1,2,1.0,28,0,0,61,4.75,4.9,5.0,4.8,5.0,5.0,4.8,0.6638,204.04,135.44,1,0,0,0,1,0,197392,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-3.925
31,0,0.0,136.2,14,1,43.6592,-79.4619,2,1,2,1.0,28,0,0,61,4.75,4.9,5.0,4.8,5.0,5.0,4.8,0.6805,226.44,154.1,0,1,0,0,0,0,251406,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7699999999999998
30,0,0.0,136.2,14,1,43.6592,-79.4619,2,1,2,1.0,28,0,0,61,4.75,4.9,5.0,4.8,5.0,5.0,4.8,0.7364,223.71,164.75,0,1,0,0,1,0,322508,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.04
31,0,0.0,135.6,14,1,43.6592,-79.4619,2,1,2,1.0,28,0,0,61,4.75,4.9,5.0,4.8,5.0,5.0,4.8,0.7797,242.83,189.35,0,1,0,0,1,0,384863,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.889999999999999
30,0,0.0,119.3,14,1,43.6592,-79.4619,2,1,2,1.0,28,0,0,61,4.75,4.9,5.0,4.8,5.0,5.0,4.8,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19.47
29,2,0.065,116.1,14,1,43.6592,-79.4619,2,1,2,1.0,28,0,0,61,4.75,4.9,5.0,4.8,5.0,5.0,4.8,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22.215
0,31,1.0,114.9,14,1,43.6592,-79.4619,2,1,2,1.0,28,0,0,61,4.75,4.9,5.0,4.8,5.0,5.0,4.8,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21.435000000000002
0,30,1.0,83.9,14,1,43.6592,-79.4619,2,1,2,1.0,28,0,0,61,4.75,4.9,5.0,4.8,5.0,5.0,4.8,0.8008,283.12,226.73,0,0,0,1,1,1,411833,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.47
19,12,0.387,72.2,14,1,43.6592,-79.4619,2,1,2,1.0,28,0,0,61,4.75,4.9,5.0,4.8,5.0,5.0,4.8,0.7933,270.71,214.76,0,0,0,1,1,0,381184,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.535
30,0,0.0,72.4,14,1,43.6592,-79.4619,2,1,2,1.0,28,0,0,61,4.75,4.9,5.0,4.8,5.0,5.0,4.8,0.7303,253.67,185.26,0,0,0,1,1,0,259534,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.164999999999999
31,0,0.0,71.6,14,1,43.6592,-79.4619,2,1,2,1.0,28,0,0,61,4.75,4.9,5.0,4.8,5.0,5.0,4.8,0.5968,207.67,123.94,1,0,0,0,2,1,346898,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.11
28,0,0.0,66.5,15,0,43.6513,-79.4351,1,2,1,0.0,1,0,0,7,4.86,5.0,4.9,5.0,4.7,5.0,5.0,0.6638,204.04,135.44,1,0,0,0,1,0,197392,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,-3.925
31,0,0.0,64.0,15,0,43.6513,-79.4351,1,2,1,0.0,1,0,0,7,4.86,5.0,4.9,5.0,4.7,5.0,5.0,0.6805,226.44,154.1,0,1,0,0,0,0,251406,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.7699999999999998
27,3,0.1,65.6,15,0,43.6513,-79.4351,1,2,1,0.0,1,0,0,7,4.86,5.0,4.9,5.0,4.7,5.0,5.0,0.7364,223.71,164.75,0,1,0,0,1,0,322508,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,7.04
31,0,0.0,66.5,15,0,43.6513,-79.4351,1,2,1,0.0,1,0,0,7,4.86,5.0,4.9,5.0,4.7,5.0,5.0,0.7797,242.83,189.35,0,1,0,0,1,0,384863,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,13.889999999999999
23,7,0.233,72.2,15,0,43.6513,-79.4351,1,2,1,0.0,1,0,0,7,4.86,5.0,4.9,5.0,4.7,5.0,5.0,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,19.47
31,0,0.0,71.9,15,0,43.6513,-79.4351,1,2,1,0.0,1,0,0,7,4.86,5.0,4.9,5.0,4.7,5.0,5.0,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,22.215
31,0,0.0,71.2,15,0,43.6513,-79.4351,1,2,1,0.0,1,0,0,7,4.86,5.0,4.9,5.0,4.7,5.0,5.0,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,21.435000000000002
16,12,0.429,94.5,16,1,43.706,-79.384,2,1,1,1.0,2,109,0,76,4.66,4.8,5.0,4.9,5.0,4.8,4.6,0.6638,204.04,135.44,1,0,0,0,1,0,197392,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.925
15,16,0.516,86.7,16,1,43.706,-79.384,2,1,1,1.0,2,109,0,76,4.66,4.8,5.0,4.9,5.0,4.8,4.6,0.6805,226.44,154.1,0,1,0,0,0,0,251406,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7699999999999998
1,29,0.967,133.1,16,1,43.706,-79.384,2,1,1,1.0,2,109,0,76,4.66,4.8,5.0,4.9,5.0,4.8,4.6,0.7364,223.71,164.75,0,1,0,0,1,0,322508,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04
25,6,0.194,153.1,16,1,43.706,-79.384,2,1,1,1.0,2,109,0,76,4.66,4.8,5.0,4.9,5.0,4.8,4.6,0.7797,242.83,189.35,0,1,0,0,1,0,384863,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.889999999999999
29,1,0.033,198.7,16,1,43.706,-79.384,2,1,1,1.0,2,109,0,76,4.66,4.8,5.0,4.9,5.0,4.8,4.6,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.47
11,20,0.645,201.0,16,1,43.706,-79.384,2,1,1,1.0,2,109,0,76,4.66,4.8,5.0,4.9,5.0,4.8,4.6,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.215
7,24,0.774,231.4,16,1,43.706,-79.384,2,1,1,1.0,2,109,0,76,4.66,4.8,5.0,4.9,5.0,4.8,4.6,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.435000000000002
7,23,0.767,154.3,16,1,43.706,-79.384,2,1,1,1.0,2,109,0,76,4.66,4.8,5.0,4.9,5.0,4.8,4.6,0.8008,283.12,226.73,0,0,0,1,1,1,411833,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.47
3,28,0.903,142.6,16,1,43.706,-79.384,2,1,1,1.0,2,109,0,76,4.66,4.8,5.0,4.9,5.0,4.8,4.6,0.7933,270.71,214.76,0,0,0,1,1,0,381184,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.535
16,14,0.467,152.8,16,1,43.706,-79.384,2,1,1,1.0,2,109,0,76,4.66,4.8,5.0,4.9,5.0,4.8,4.6,0.7303,253.67,185.26,0,0,0,1,1,0,259534,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.164999999999999
27,4,0.129,142.2,16,1,43.706,-79.384,2,1,1,1.0,2,109,0,76,4.66,4.8,5.0,4.9,5.0,4.8,4.6,0.5968,207.67,123.94,1,0,0,0,2,1,346898,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.11
26,2,0.071,80.4,14,1,43.6697,-79.4171,4,2,3,1.0,29,0,0,130,4.95,4.9,5.0,5.0,5.0,4.9,4.9,0.6638,204.04,135.44,1,0,0,0,1,0,197392,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.925
29,2,0.065,93.1,14,1,43.6697,-79.4171,4,2,3,1.0,29,0,0,130,4.95,4.9,5.0,5.0,5.0,4.9,4.9,0.6805,226.44,154.1,0,1,0,0,0,0,251406,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7699999999999998
30,0,0.0,104.5,14,1,43.6697,-79.4171,4,2,3,1.0,29,0,0,130,4.95,4.9,5.0,5.0,5.0,4.9,4.9,0.7364,223.71,164.75,0,1,0,0,1,0,322508,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.04
31,0,0.0,102.4,14,1,43.6697,-79.4171,4,2,3,1.0,29,0,0,130,4.95,4.9,5.0,5.0,5.0,4.9,4.9,0.7797,242.83,189.35,0,1,0,0,1,0,384863,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.889999999999999
17,13,0.433,102.6,14,1,43.6697,-79.4171,4,2,3,1.0,29,0,0,130,4.95,4.9,5.0,5.0,5.0,4.9,4.9,0.8139,245.37,199.71,0,0,1,0,0,1,514456,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19.47
4,27,0.871,104.5,14,1,43.6697,-79.4171,4,2,3,1.0,29,0,0,130,4.95,4.9,5.0,5.0,5.0,4.9,4.9,0.8318,246.97,205.43,0,0,1,0,1,0,584440,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22.215
20,11,0.355,109.6,14,1,43.6697,-79.4171,4,2,3,1.0,29,0,0,130,4.95,4.9,5.0,5.0,5.0,4.9,4.9,0.861,258.37,222.46,0,0,1,0,1,3,480120,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21.435000000000002
